j1p4,j1p4,j1p4,j1p4,j2p4,j2p4,j2p4,j2p4,j3p4,j3p4,j3p4,j3p4,dR12,dR13,dR23,j1btag,j2btag,j3btag,j1area,j2area,j3area
pt,phi,eta,mass,pt,phi,eta,mass,pt,phi,eta,mass,,,,,,,,,
127.5,0.45794678,-0.17602539,17.5625,71.125,1.095459,-0.33428955,11.171875,38.6875,-0.5720215,0.46832275,11.171875,0.6568633,1.2149155,1.8505887,0.9589844,0.9589844,0.9589844,0.48876953,0.44873047,0.47875977
127.5,0.45794678,-0.17602539,17.5625,57.46875,-1.4206543,-0.6711426,8.6640625,38.6875,-0.5720215,0.46832275,8.6640625,1.9427516,1.2149155,1.42076,0.9589844,0.9589844,0.9589844,0.48876953,0.48876953,0.47875977
93.25,-2.9125977,-0.09046936,15.4375,71.125,1.095459,-0.33428955,11.171875,57.46875,-1.4206543,-0.6711426,11.171875,2.288156,1.6009611,2.538562,0.3149414,0.3149414,0.3149414,0.5288086,0.44873047,0.48876953
93.25,-2.9125977,-0.09046936,15.4375,71.125,1.095459,-0.33428955,11.171875,38.6875,-0.5720215,0.46832275,11.171875,2.288156,2.4063551,1.8505887,0.3149414,0.3149414,0.3149414,0.5288086,0.44873047,0.47875977
93.25,-2.9125977,-0.09046936,15.4375,57.46875,-1.4206543,-0.6711426,8.6640625,38.6875,-0.5720215,0.46832275,8.6640625,1.6009611,2.4063551,1.42076,0.3149414,0.3149414,0.3149414,0.5288086,0.48876953,0.47875977
71.125,1.095459,-0.33428955,11.171875,57.46875,-1.4206543,-0.6711426,8.6640625,38.6875,-0.5720215,0.46832275,8.6640625,2.538562,1.8505887,1.42076,0.99365234,0.99365234,0.99365234,0.44873047,0.48876953,0.47875977
72.5,1.7944336,1.0244141,15.3984375,54.9375,1.6745605,0.072509766,8.625,32.34375,-0.059638977,1.2089844,8.625,0.9594224,1.863237,2.0734086,0.6010742,0.6010742,0.6010742,0.47875977,0.47875977,0.5185547
105.5625,0.02583313,0.6212158,10.8828125,76.25,-1.7883301,1.0825195,9.3828125,37.90625,-3.1328125,1.1196289,9.3828125,1.8718948,3.1640422,1.3449947,0.14855957,0.14855957,0.14855957,0.47875977,0.5385742,0.5385742
105.5625,0.02583313,0.6212158,10.8828125,76.25,-1.7883301,1.0825195,9.3828125,35.0625,1.0478516,0.17166138,9.3828125,1.8718948,1.1165218,2.978857,0.14855957,0.14855957,0.14855957,0.47875977,0.5385742,0.50878906
105.5625,0.02583313,0.6212158,10.8828125,37.90625,-3.1328125,1.1196289,5.609375,35.0625,1.0478516,0.17166138,5.609375,3.1640422,1.1165218,2.3063474,0.14855957,0.14855957,0.14855957,0.47875977,0.5385742,0.50878906
76.25,-1.7883301,1.0825195,9.3828125,37.90625,-3.1328125,1.1196289,5.609375,35.0625,1.0478516,0.17166138,5.609375,1.3449947,2.978857,2.3063474,0.9941406,0.9941406,0.9941406,0.5385742,0.5385742,0.50878906
126.125,1.1054688,-0.52441406,13.8203125,51.3125,-0.3764038,-1.4294434,10.328125,37.65625,-2.519043,-1.223877,10.328125,1.7363827,2.749144,2.152478,0.07006836,0.07006836,0.07006836,0.5288086,0.50878906,0.5288086
126.125,1.1054688,-0.52441406,13.8203125,51.3125,-0.3764038,-1.4294434,10.328125,30.90625,2.4155273,-0.40881348,10.328125,1.7363827,1.3151491,2.972636,0.07006836,0.07006836,0.07006836,0.5288086,0.50878906,0.5288086
126.125,1.1054688,-0.52441406,13.8203125,37.65625,-2.519043,-1.223877,4.875,30.90625,2.4155273,-0.40881348,4.875,2.749144,1.3151491,1.5757825,0.07006836,0.07006836,0.07006836,0.5288086,0.5288086,0.5288086
51.3125,-0.3764038,-1.4294434,10.328125,37.65625,-2.519043,-1.223877,4.875,30.90625,2.4155273,-0.40881348,4.875,2.152478,2.972636,1.5757825,0.88183594,0.88183594,0.88183594,0.50878906,0.5288086,0.5288086
249.375,-0.23205566,0.39990234,19.71875,221.125,2.7573242,0.6925049,35.75,52.53125,-0.06535339,-0.21307373,35.75,3.0036657,0.6352396,2.9643857,0.9135742,0.9135742,0.9135742,0.48876953,0.5185547,0.40893555
249.375,-0.23205566,0.39990234,19.71875,221.125,2.7573242,0.6925049,35.75,40.0625,-1.958252,-0.75305176,35.75,3.0036657,2.075827,2.1323771,0.9135742,0.9135742,0.9135742,0.48876953,0.5185547,0.5185547
249.375,-0.23205566,0.39990234,19.71875,221.125,2.7573242,0.6925049,35.75,35.65625,0.041900635,1.6899414,35.75,3.0036657,1.3188074,2.89282,0.9135742,0.9135742,0.9135742,0.48876953,0.5185547,0.5185547
249.375,-0.23205566,0.39990234,19.71875,52.53125,-0.06535339,-0.21307373,6.3242188,40.0625,-1.958252,-0.75305176,6.3242188,0.6352396,2.075827,1.968411,0.9135742,0.9135742,0.9135742,0.48876953,0.40893555,0.5185547
249.375,-0.23205566,0.39990234,19.71875,52.53125,-0.06535339,-0.21307373,6.3242188,35.65625,0.041900635,1.6899414,6.3242188,0.6352396,1.3188074,1.9060352,0.9135742,0.9135742,0.9135742,0.48876953,0.40893555,0.5185547
249.375,-0.23205566,0.39990234,19.71875,40.0625,-1.958252,-0.75305176,8.1953125,35.65625,0.041900635,1.6899414,8.1953125,2.075827,1.3188074,3.1573448,0.9135742,0.9135742,0.9135742,0.48876953,0.5185547,0.5185547
221.125,2.7573242,0.6925049,35.75,52.53125,-0.06535339,-0.21307373,6.3242188,40.0625,-1.958252,-0.75305176,6.3242188,2.9643857,2.1323771,1.968411,0.9296875,0.9296875,0.9296875,0.5185547,0.40893555,0.5185547
221.125,2.7573242,0.6925049,35.75,52.53125,-0.06535339,-0.21307373,6.3242188,35.65625,0.041900635,1.6899414,6.3242188,2.9643857,2.89282,1.9060352,0.9296875,0.9296875,0.9296875,0.5185547,0.40893555,0.5185547
221.125,2.7573242,0.6925049,35.75,40.0625,-1.958252,-0.75305176,8.1953125,35.65625,0.041900635,1.6899414,8.1953125,2.1323771,2.89282,3.1573448,0.9296875,0.9296875,0.9296875,0.5185547,0.5185547,0.5185547
52.53125,-0.06535339,-0.21307373,6.3242188,40.0625,-1.958252,-0.75305176,8.1953125,35.65625,0.041900635,1.6899414,8.1953125,1.968411,1.9060352,3.1573448,0.11651611,0.11651611,0.11651611,0.40893555,0.5185547,0.5185547
124.4375,-2.0229492,-1.6345215,9.8828125,111.625,0.5587158,-0.80737305,16.25,93.25,-1.8547363,0.4204712,16.25,2.710935,2.0618658,2.7078319,0.087890625,0.087890625,0.087890625,0.5385742,0.5288086,0.48876953
124.4375,-2.0229492,-1.6345215,9.8828125,111.625,0.5587158,-0.80737305,16.25,44.71875,-2.6220703,-1.0241699,16.25,2.710935,0.8552632,3.1099648,0.087890625,0.087890625,0.087890625,0.5385742,0.5288086,0.5185547
