j1p4,j1p4,j1p4,j1p4,j2p4,j2p4,j2p4,j2p4,j3p4,j3p4,j3p4,j3p4,dR12,dR13,dR23,j1btag,j2btag,j3btag,j1area,j2area,j3area
pt,phi,eta,mass,pt,phi,eta,mass,pt,phi,eta,mass,,,,,,,,,
104.3125,2.5820312,0.2508545,11.234375,77.5,1.3352051,-2.2026367,6.59375,68.0,-1.9013672,-1.6213379,6.59375,2.7521255,2.596986,3.1015737,0.99853516,0.99853516,0.99853516,0.48876953,0.5185547,0.5986328
104.3125,2.5820312,0.2508545,11.234375,77.5,1.3352051,-2.2026367,6.59375,67.0,1.0444336,-0.11759949,6.59375,2.7521255,1.581128,2.1052146,0.99853516,0.99853516,0.99853516,0.48876953,0.5185547,0.48876953
104.3125,2.5820312,0.2508545,11.234375,77.5,1.3352051,-2.2026367,6.59375,44.625,-1.3166504,0.20495605,6.59375,2.7521255,2.3849454,3.5817373,0.99853516,0.99853516,0.99853516,0.48876953,0.5185547,0.48876953
104.3125,2.5820312,0.2508545,11.234375,77.5,1.3352051,-2.2026367,6.59375,41.625,2.5473633,-2.3828125,6.59375,2.7521255,2.6338952,1.2254758,0.99853516,0.99853516,0.99853516,0.48876953,0.5185547,0.48876953
104.3125,2.5820312,0.2508545,11.234375,68.375,-2.7646484,-0.098968506,9.25,68.0,-1.9013672,-1.6213379,9.25,0.99970937,2.596986,1.7501037,0.99853516,0.99853516,0.99853516,0.48876953,0.4987793,0.5986328
104.3125,2.5820312,0.2508545,11.234375,68.375,-2.7646484,-0.098968506,9.25,67.0,1.0444336,-0.11759949,9.25,0.99970937,1.581128,2.4741733,0.99853516,0.99853516,0.99853516,0.48876953,0.4987793,0.48876953
104.3125,2.5820312,0.2508545,11.234375,68.375,-2.7646484,-0.098968506,9.25,44.625,-1.3166504,0.20495605,9.25,0.99970937,2.3849454,1.47955,0.99853516,0.99853516,0.99853516,0.48876953,0.4987793,0.48876953
104.3125,2.5820312,0.2508545,11.234375,68.375,-2.7646484,-0.098968506,9.25,41.625,2.5473633,-2.3828125,9.25,0.99970937,2.6338952,2.4817576,0.99853516,0.99853516,0.99853516,0.48876953,0.4987793,0.48876953
104.3125,2.5820312,0.2508545,11.234375,68.0,-1.9013672,-1.6213379,17.953125,67.0,1.0444336,-0.11759949,17.953125,2.596986,1.581128,3.3074117,0.99853516,0.99853516,0.99853516,0.48876953,0.5986328,0.48876953
104.3125,2.5820312,0.2508545,11.234375,68.0,-1.9013672,-1.6213379,17.953125,44.625,-1.3166504,0.20495605,17.953125,2.596986,2.3849454,1.917614,0.99853516,0.99853516,0.99853516,0.48876953,0.5986328,0.48876953
104.3125,2.5820312,0.2508545,11.234375,68.0,-1.9013672,-1.6213379,17.953125,41.625,2.5473633,-2.3828125,17.953125,2.596986,2.6338952,1.9862195,0.99853516,0.99853516,0.99853516,0.48876953,0.5986328,0.48876953
104.3125,2.5820312,0.2508545,11.234375,67.0,1.0444336,-0.11759949,15.5,44.625,-1.3166504,0.20495605,15.5,1.581128,2.3849454,2.383015,0.99853516,0.99853516,0.99853516,0.48876953,0.48876953,0.48876953
104.3125,2.5820312,0.2508545,11.234375,67.0,1.0444336,-0.11759949,15.5,41.625,2.5473633,-2.3828125,15.5,1.581128,2.6338952,2.7184532,0.99853516,0.99853516,0.99853516,0.48876953,0.48876953,0.48876953
104.3125,2.5820312,0.2508545,11.234375,44.625,-1.3166504,0.20495605,8.0625,41.625,2.5473633,-2.3828125,8.0625,2.3849454,2.6338952,3.5424478,0.99853516,0.99853516,0.99853516,0.48876953,0.48876953,0.48876953
77.5,1.3352051,-2.2026367,6.59375,68.375,-2.7646484,-0.098968506,9.25,68.0,-1.9013672,-1.6213379,9.25,3.03189,3.1015737,1.7501037,0.078308105,0.078308105,0.078308105,0.5185547,0.4987793,0.5986328
77.5,1.3352051,-2.2026367,6.59375,68.375,-2.7646484,-0.098968506,9.25,67.0,1.0444336,-0.11759949,9.25,3.03189,2.1052146,2.4741733,0.078308105,0.078308105,0.078308105,0.5185547,0.4987793,0.48876953
77.5,1.3352051,-2.2026367,6.59375,68.375,-2.7646484,-0.098968506,9.25,44.625,-1.3166504,0.20495605,9.25,3.03189,3.5817373,1.47955,0.078308105,0.078308105,0.078308105,0.5185547,0.4987793,0.48876953
77.5,1.3352051,-2.2026367,6.59375,68.375,-2.7646484,-0.098968506,9.25,41.625,2.5473633,-2.3828125,9.25,3.03189,1.2254758,2.4817576,0.078308105,0.078308105,0.078308105,0.5185547,0.4987793,0.48876953
77.5,1.3352051,-2.2026367,6.59375,68.0,-1.9013672,-1.6213379,17.953125,67.0,1.0444336,-0.11759949,17.953125,3.1015737,2.1052146,3.3074117,0.078308105,0.078308105,0.078308105,0.5185547,0.5986328,0.48876953
77.5,1.3352051,-2.2026367,6.59375,68.0,-1.9013672,-1.6213379,17.953125,44.625,-1.3166504,0.20495605,17.953125,3.1015737,3.5817373,1.917614,0.078308105,0.078308105,0.078308105,0.5185547,0.5986328,0.48876953
77.5,1.3352051,-2.2026367,6.59375,68.0,-1.9013672,-1.6213379,17.953125,41.625,2.5473633,-2.3828125,17.953125,3.1015737,1.2254758,1.9862195,0.078308105,0.078308105,0.078308105,0.5185547,0.5986328,0.48876953
77.5,1.3352051,-2.2026367,6.59375,67.0,1.0444336,-0.11759949,15.5,44.625,-1.3166504,0.20495605,15.5,2.1052146,3.5817373,2.383015,0.078308105,0.078308105,0.078308105,0.5185547,0.48876953,0.48876953
77.5,1.3352051,-2.2026367,6.59375,67.0,1.0444336,-0.11759949,15.5,41.625,2.5473633,-2.3828125,15.5,2.1052146,1.2254758,2.7184532,0.078308105,0.078308105,0.078308105,0.5185547,0.48876953,0.48876953
77.5,1.3352051,-2.2026367,6.59375,44.625,-1.3166504,0.20495605,8.0625,41.625,2.5473633,-2.3828125,8.0625,3.5817373,1.2254758,3.5424478,0.078308105,0.078308105,0.078308105,0.5185547,0.48876953,0.48876953
68.375,-2.7646484,-0.098968506,9.25,68.0,-1.9013672,-1.6213379,17.953125,67.0,1.0444336,-0.11759949,17.953125,1.7501037,2.4741733,3.3074117,0.66503906,0.66503906,0.66503906,0.4987793,0.5986328,0.48876953
68.375,-2.7646484,-0.098968506,9.25,68.0,-1.9013672,-1.6213379,17.953125,44.625,-1.3166504,0.20495605,17.953125,1.7501037,1.47955,1.917614,0.66503906,0.66503906,0.66503906,0.4987793,0.5986328,0.48876953
68.375,-2.7646484,-0.098968506,9.25,68.0,-1.9013672,-1.6213379,17.953125,41.625,2.5473633,-2.3828125,17.953125,1.7501037,2.4817576,1.9862195,0.66503906,0.66503906,0.66503906,0.4987793,0.5986328,0.48876953
68.375,-2.7646484,-0.098968506,9.25,67.0,1.0444336,-0.11759949,15.5,44.625,-1.3166504,0.20495605,15.5,2.4741733,1.47955,2.383015,0.66503906,0.66503906,0.66503906,0.4987793,0.48876953,0.48876953
68.375,-2.7646484,-0.098968506,9.25,67.0,1.0444336,-0.11759949,15.5,41.625,2.5473633,-2.3828125,15.5,2.4741733,2.4817576,2.7184532,0.66503906,0.66503906,0.66503906,0.4987793,0.48876953,0.48876953
68.375,-2.7646484,-0.098968506,9.25,44.625,-1.3166504,0.20495605,8.0625,41.625,2.5473633,-2.3828125,8.0625,1.47955,2.4817576,3.5424478,0.66503906,0.66503906,0.66503906,0.4987793,0.48876953,0.48876953
68.0,-1.9013672,-1.6213379,17.953125,67.0,1.0444336,-0.11759949,15.5,44.625,-1.3166504,0.20495605,15.5,3.3074117,1.917614,2.383015,0.86328125,0.86328125,0.86328125,0.5986328,0.48876953,0.48876953
68.0,-1.9013672,-1.6213379,17.953125,67.0,1.0444336,-0.11759949,15.5,41.625,2.5473633,-2.3828125,15.5,3.3074117,1.9862195,2.7184532,0.86328125,0.86328125,0.86328125,0.5986328,0.48876953,0.48876953
68.0,-1.9013672,-1.6213379,17.953125,44.625,-1.3166504,0.20495605,8.0625,41.625,2.5473633,-2.3828125,8.0625,1.917614,1.9862195,3.5424478,0.86328125,0.86328125,0.86328125,0.5986328,0.48876953,0.48876953
67.0,1.0444336,-0.11759949,15.5,44.625,-1.3166504,0.20495605,8.0625,41.625,2.5473633,-2.3828125,8.0625,2.383015,2.7184532,3.5424478,0.09313965,0.09313965,0.09313965,0.48876953,0.48876953,0.48876953
115.5625,2.9145508,-0.5266113,19.8125,112.1875,-0.7116699,1.9147949,17.546875,64.0625,-3.0527344,0.5632324,17.546875,3.6083133,1.1347036,2.7032027,0.13049316,0.13049316,0.13049316,0.5185547,0.5385742,0.47875977
115.5625,2.9145508,-0.5266113,19.8125,112.1875,-0.7116699,1.9147949,17.546875,63.53125,-0.24798584,1.3647461,17.546875,3.6083133,3.6490657,0.7194141,0.13049316,0.13049316,0.13049316,0.5185547,0.5385742,0.47875977
115.5625,2.9145508,-0.5266113,19.8125,112.1875,-0.7116699,1.9147949,17.546875,44.5625,0.3392334,1.2258301,17.546875,3.6083133,3.1150138,1.2566106,0.13049316,0.13049316,0.13049316,0.5185547,0.5385742,0.42895508
115.5625,2.9145508,-0.5266113,19.8125,112.1875,-0.7116699,1.9147949,17.546875,37.59375,0.5161133,0.5560303,17.546875,3.6083133,2.6314666,1.8313091,0.13049316,0.13049316,0.13049316,0.5185547,0.5385742,0.47875977
115.5625,2.9145508,-0.5266113,19.8125,112.1875,-0.7116699,1.9147949,17.546875,37.15625,1.8068848,-0.6895752,17.546875,3.6083133,1.11959,3.6229632,0.13049316,0.13049316,0.13049316,0.5185547,0.5385742,0.50878906
115.5625,2.9145508,-0.5266113,19.8125,64.0625,-3.0527344,0.5632324,9.328125,63.53125,-0.24798584,1.3647461,9.328125,1.1347036,3.6490657,2.9170258,0.13049316,0.13049316,0.13049316,0.5185547,0.47875977,0.47875977
115.5625,2.9145508,-0.5266113,19.8125,64.0625,-3.0527344,0.5632324,9.328125,44.5625,0.3392334,1.2258301,9.328125,1.1347036,3.1150138,2.9661715,0.13049316,0.13049316,0.13049316,0.5185547,0.47875977,0.42895508
115.5625,2.9145508,-0.5266113,19.8125,64.0625,-3.0527344,0.5632324,9.328125,37.59375,0.5161133,0.5560303,9.328125,1.1347036,2.6314666,2.7143471,0.13049316,0.13049316,0.13049316,0.5185547,0.47875977,0.47875977
115.5625,2.9145508,-0.5266113,19.8125,64.0625,-3.0527344,0.5632324,9.328125,37.15625,1.8068848,-0.6895752,9.328125,1.1347036,1.11959,1.89633,0.13049316,0.13049316,0.13049316,0.5185547,0.47875977,0.50878906
115.5625,2.9145508,-0.5266113,19.8125,63.53125,-0.24798584,1.3647461,12.7265625,44.5625,0.3392334,1.2258301,12.7265625,3.6490657,3.1150138,0.60342693,0.13049316,0.13049316,0.13049316,0.5185547,0.47875977,0.42895508
115.5625,2.9145508,-0.5266113,19.8125,63.53125,-0.24798584,1.3647461,12.7265625,37.59375,0.5161133,0.5560303,12.7265625,3.6490657,2.6314666,1.1125956,0.13049316,0.13049316,0.13049316,0.5185547,0.47875977,0.47875977
115.5625,2.9145508,-0.5266113,19.8125,63.53125,-0.24798584,1.3647461,12.7265625,37.15625,1.8068848,-0.6895752,12.7265625,3.6490657,1.11959,2.9056375,0.13049316,0.13049316,0.13049316,0.5185547,0.47875977,0.50878906
115.5625,2.9145508,-0.5266113,19.8125,44.5625,0.3392334,1.2258301,6.9921875,37.59375,0.5161133,0.5560303,6.9921875,3.1150138,2.6314666,0.69276136,0.13049316,0.13049316,0.13049316,0.5185547,0.42895508,0.47875977
115.5625,2.9145508,-0.5266113,19.8125,44.5625,0.3392334,1.2258301,6.9921875,37.15625,1.8068848,-0.6895752,6.9921875,3.1150138,1.11959,2.4130433,0.13049316,0.13049316,0.13049316,0.5185547,0.42895508,0.50878906
115.5625,2.9145508,-0.5266113,19.8125,37.59375,0.5161133,0.5560303,6.1210938,37.15625,1.8068848,-0.6895752,6.1210938,2.6314666,1.11959,1.7937738,0.13049316,0.13049316,0.13049316,0.5185547,0.47875977,0.50878906
112.1875,-0.7116699,1.9147949,17.546875,64.0625,-3.0527344,0.5632324,9.328125,63.53125,-0.24798584,1.3647461,9.328125,2.7032027,0.7194141,2.9170258,0.2298584,0.2298584,0.2298584,0.5385742,0.47875977,0.47875977
112.1875,-0.7116699,1.9147949,17.546875,64.0625,-3.0527344,0.5632324,9.328125,44.5625,0.3392334,1.2258301,9.328125,2.7032027,1.2566106,2.9661715,0.2298584,0.2298584,0.2298584,0.5385742,0.47875977,0.42895508
112.1875,-0.7116699,1.9147949,17.546875,64.0625,-3.0527344,0.5632324,9.328125,37.59375,0.5161133,0.5560303,9.328125,2.7032027,1.8313091,2.7143471,0.2298584,0.2298584,0.2298584,0.5385742,0.47875977,0.47875977
112.1875,-0.7116699,1.9147949,17.546875,64.0625,-3.0527344,0.5632324,9.328125,37.15625,1.8068848,-0.6895752,9.328125,2.7032027,3.6229632,1.89633,0.2298584,0.2298584,0.2298584,0.5385742,0.47875977,0.50878906
112.1875,-0.7116699,1.9147949,17.546875,63.53125,-0.24798584,1.3647461,12.7265625,44.5625,0.3392334,1.2258301,12.7265625,0.7194141,1.2566106,0.60342693,0.2298584,0.2298584,0.2298584,0.5385742,0.47875977,0.42895508
112.1875,-0.7116699,1.9147949,17.546875,63.53125,-0.24798584,1.3647461,12.7265625,37.59375,0.5161133,0.5560303,12.7265625,0.7194141,1.8313091,1.1125956,0.2298584,0.2298584,0.2298584,0.5385742,0.47875977,0.47875977
112.1875,-0.7116699,1.9147949,17.546875,63.53125,-0.24798584,1.3647461,12.7265625,37.15625,1.8068848,-0.6895752,12.7265625,0.7194141,3.6229632,2.9056375,0.2298584,0.2298584,0.2298584,0.5385742,0.47875977,0.50878906
112.1875,-0.7116699,1.9147949,17.546875,44.5625,0.3392334,1.2258301,6.9921875,37.59375,0.5161133,0.5560303,6.9921875,1.2566106,1.8313091,0.69276136,0.2298584,0.2298584,0.2298584,0.5385742,0.42895508,0.47875977
112.1875,-0.7116699,1.9147949,17.546875,44.5625,0.3392334,1.2258301,6.9921875,37.15625,1.8068848,-0.6895752,6.9921875,1.2566106,3.6229632,2.4130433,0.2298584,0.2298584,0.2298584,0.5385742,0.42895508,0.50878906
112.1875,-0.7116699,1.9147949,17.546875,37.59375,0.5161133,0.5560303,6.1210938,37.15625,1.8068848,-0.6895752,6.1210938,1.8313091,3.6229632,1.7937738,0.2298584,0.2298584,0.2298584,0.5385742,0.47875977,0.50878906
64.0625,-3.0527344,0.5632324,9.328125,63.53125,-0.24798584,1.3647461,12.7265625,44.5625,0.3392334,1.2258301,12.7265625,2.9170258,2.9661715,0.60342693,0.99072266,0.99072266,0.99072266,0.47875977,0.47875977,0.42895508
64.0625,-3.0527344,0.5632324,9.328125,63.53125,-0.24798584,1.3647461,12.7265625,37.59375,0.5161133,0.5560303,12.7265625,2.9170258,2.7143471,1.1125956,0.99072266,0.99072266,0.99072266,0.47875977,0.47875977,0.47875977
64.0625,-3.0527344,0.5632324,9.328125,63.53125,-0.24798584,1.3647461,12.7265625,37.15625,1.8068848,-0.6895752,12.7265625,2.9170258,1.89633,2.9056375,0.99072266,0.99072266,0.99072266,0.47875977,0.47875977,0.50878906
64.0625,-3.0527344,0.5632324,9.328125,44.5625,0.3392334,1.2258301,6.9921875,37.59375,0.5161133,0.5560303,6.9921875,2.9661715,2.7143471,0.69276136,0.99072266,0.99072266,0.99072266,0.47875977,0.42895508,0.47875977
64.0625,-3.0527344,0.5632324,9.328125,44.5625,0.3392334,1.2258301,6.9921875,37.15625,1.8068848,-0.6895752,6.9921875,2.9661715,1.89633,2.4130433,0.99072266,0.99072266,0.99072266,0.47875977,0.42895508,0.50878906
64.0625,-3.0527344,0.5632324,9.328125,37.59375,0.5161133,0.5560303,6.1210938,37.15625,1.8068848,-0.6895752,6.1210938,2.7143471,1.89633,1.7937738,0.99072266,0.99072266,0.99072266,0.47875977,0.47875977,0.50878906
63.53125,-0.24798584,1.3647461,12.7265625,44.5625,0.3392334,1.2258301,6.9921875,37.59375,0.5161133,0.5560303,6.9921875,0.60342693,1.1125956,0.69276136,0.3178711,0.3178711,0.3178711,0.47875977,0.42895508,0.47875977
63.53125,-0.24798584,1.3647461,12.7265625,44.5625,0.3392334,1.2258301,6.9921875,37.15625,1.8068848,-0.6895752,6.9921875,0.60342693,2.9056375,2.4130433,0.3178711,0.3178711,0.3178711,0.47875977,0.42895508,0.50878906
63.53125,-0.24798584,1.3647461,12.7265625,37.59375,0.5161133,0.5560303,6.1210938,37.15625,1.8068848,-0.6895752,6.1210938,1.1125956,2.9056375,1.7937738,0.3178711,0.3178711,0.3178711,0.47875977,0.47875977,0.50878906
44.5625,0.3392334,1.2258301,6.9921875,37.59375,0.5161133,0.5560303,6.1210938,37.15625,1.8068848,-0.6895752,6.1210938,0.69276136,2.4130433,1.7937738,0.16467285,0.16467285,0.16467285,0.42895508,0.47875977,0.50878906
96.375,-2.6538086,-1.6115723,8.75,86.5,-0.22842407,0.61120605,8.96875,58.0,2.0791016,-1.2255859,8.96875,3.2898684,1.5976039,2.9493184,0.12731934,0.12731934,0.12731934,0.4987793,0.48876953,0.4987793
96.375,-2.6538086,-1.6115723,8.75,86.5,-0.22842407,0.61120605,8.96875,55.25,-1.6499023,-1.7189941,8.96875,3.2898684,1.0096371,2.7295485,0.12731934,0.12731934,0.12731934,0.4987793,0.48876953,0.5185547
96.375,-2.6538086,-1.6115723,8.75,58.0,2.0791016,-1.2255859,11.0625,55.25,-1.6499023,-1.7189941,11.0625,1.5976039,1.0096371,2.6014023,0.12731934,0.12731934,0.12731934,0.4987793,0.4987793,0.5185547
86.5,-0.22842407,0.61120605,8.96875,58.0,2.0791016,-1.2255859,11.0625,55.25,-1.6499023,-1.7189941,11.0625,2.9493184,2.7295485,2.6014023,0.9121094,0.9121094,0.9121094,0.48876953,0.4987793,0.5185547
108.5,2.628418,0.5921631,13.9140625,104.75,1.9018555,0.8787842,12.8671875,54.0625,-2.597168,-0.74450684,12.8671875,0.7810536,1.7044655,2.4121168,0.18139648,0.18139648,0.18139648,0.5288086,0.5185547,0.50878906
108.5,2.628418,0.5921631,13.9140625,104.75,1.9018555,0.8787842,12.8671875,48.75,0.90844727,0.55773926,12.8671875,0.7810536,1.7203153,1.0439972,0.18139648,0.18139648,0.18139648,0.5288086,0.5185547,0.4987793
108.5,2.628418,0.5921631,13.9140625,54.0625,-2.597168,-0.74450684,9.8046875,48.75,0.90844727,0.55773926,9.8046875,1.7044655,1.7203153,3.067693,0.18139648,0.18139648,0.18139648,0.5288086,0.50878906,0.4987793
104.75,1.9018555,0.8787842,12.8671875,54.0625,-2.597168,-0.74450684,9.8046875,48.75,0.90844727,0.55773926,9.8046875,2.4121168,1.0439972,3.067693,0.07885742,0.07885742,0.07885742,0.5185547,0.50878906,0.4987793
58.09375,-2.9863281,0.052139282,7.2539062,57.96875,-0.6755371,-0.99487305,8.5546875,53.25,2.0058594,-2.0083008,8.5546875,2.5369253,2.4314787,2.8665175,0.45874023,0.45874023,0.45874023,0.47875977,0.5288086,0.5185547
58.09375,-2.9863281,0.052139282,7.2539062,57.96875,-0.6755371,-0.99487305,8.5546875,37.78125,0.56591797,-0.4442749,8.5546875,2.5369253,2.77569,1.3580755,0.45874023,0.45874023,0.45874023,0.47875977,0.5288086,0.50878906
58.09375,-2.9863281,0.052139282,7.2539062,57.96875,-0.6755371,-0.99487305,8.5546875,35.9375,1.144043,-1.4882812,8.5546875,2.5369253,2.647169,1.8852912,0.45874023,0.45874023,0.45874023,0.47875977,0.5288086,0.5288086
58.09375,-2.9863281,0.052139282,7.2539062,53.25,2.0058594,-2.0083008,9.0390625,37.78125,0.56591797,-0.4442749,9.0390625,2.4314787,2.77569,2.1259372,0.45874023,0.45874023,0.45874023,0.47875977,0.5185547,0.50878906
58.09375,-2.9863281,0.052139282,7.2539062,53.25,2.0058594,-2.0083008,9.0390625,35.9375,1.144043,-1.4882812,9.0390625,2.4314787,2.647169,1.0065527,0.45874023,0.45874023,0.45874023,0.47875977,0.5185547,0.5288086
58.09375,-2.9863281,0.052139282,7.2539062,37.78125,0.56591797,-0.4442749,6.6914062,35.9375,1.144043,-1.4882812,6.6914062,2.77569,2.647169,1.1933892,0.45874023,0.45874023,0.45874023,0.47875977,0.50878906,0.5288086
57.96875,-0.6755371,-0.99487305,8.5546875,53.25,2.0058594,-2.0083008,9.0390625,37.78125,0.56591797,-0.4442749,9.0390625,2.8665175,1.3580755,2.1259372,0.45581055,0.45581055,0.45581055,0.5288086,0.5185547,0.50878906
57.96875,-0.6755371,-0.99487305,8.5546875,53.25,2.0058594,-2.0083008,9.0390625,35.9375,1.144043,-1.4882812,9.0390625,2.8665175,1.8852912,1.0065527,0.45581055,0.45581055,0.45581055,0.5288086,0.5185547,0.5288086
57.96875,-0.6755371,-0.99487305,8.5546875,37.78125,0.56591797,-0.4442749,6.6914062,35.9375,1.144043,-1.4882812,6.6914062,1.3580755,1.8852912,1.1933892,0.45581055,0.45581055,0.45581055,0.5288086,0.50878906,0.5288086
53.25,2.0058594,-2.0083008,9.0390625,37.78125,0.56591797,-0.4442749,6.6914062,35.9375,1.144043,-1.4882812,6.6914062,2.1259372,1.0065527,1.1933892,0.8564453,0.8564453,0.8564453,0.5185547,0.50878906,0.5288086
123.625,-2.0361328,-0.04347229,12.359375,108.5,1.7792969,0.05995941,11.7109375,57.21875,-0.33062744,0.2805786,11.7109375,2.4699223,1.7360178,2.1214275,0.078186035,0.078186035,0.078186035,0.50878906,0.50878906,0.4987793
69.3125,1.2521973,-0.25024414,11.1953125,65.625,2.987793,-0.5616455,8.5703125,45.53125,-0.4769287,2.1948242,8.5703125,1.7633103,2.9947014,3.942317,0.8183594,0.8183594,0.8183594,0.4987793,0.4987793,0.47875977
138.75,-0.18991089,2.15625,15.9453125,125.75,-2.5854492,-0.09085083,10.6875,79.0,0.256958,1.3791504,10.6875,3.2845192,0.8964238,3.2000287,0.56347656,0.56347656,0.56347656,0.4987793,0.50878906,0.5185547
124.5625,1.4428711,1.5686035,12.8515625,92.0625,-0.17340088,1.0605469,19.328125,66.3125,-2.446289,-2.2070312,19.328125,1.6942425,4.470657,3.9803376,0.49316406,0.49316406,0.49316406,0.46875,0.5288086,0.55859375
94.5625,2.489746,1.3442383,9.3125,50.28125,0.12171936,1.2668457,9.6953125,48.84375,-0.30529785,0.37854004,9.6953125,2.3692913,2.9571686,0.9856118,0.9951172,0.9951172,0.9951172,0.48876953,0.5385742,0.5288086
94.5625,2.489746,1.3442383,9.3125,50.28125,0.12171936,1.2668457,9.6953125,39.09375,1.7858887,-0.25823975,9.6953125,2.3692913,1.7502432,2.257287,0.9951172,0.9951172,0.9951172,0.48876953,0.5385742,0.4987793
94.5625,2.489746,1.3442383,9.3125,48.84375,-0.30529785,0.37854004,4.0820312,39.09375,1.7858887,-0.25823975,4.0820312,2.9571686,1.7502432,2.1859894,0.9951172,0.9951172,0.9951172,0.48876953,0.5288086,0.4987793
50.28125,0.12171936,1.2668457,9.6953125,48.84375,-0.30529785,0.37854004,4.0820312,39.09375,1.7858887,-0.25823975,4.0820312,0.9856118,2.257287,2.1859894,0.10852051,0.10852051,0.10852051,0.5385742,0.5288086,0.4987793
69.875,1.9956055,-1.6103516,11.3125,66.6875,-0.2354126,-1.5742188,9.6171875,30.09375,-1.8557129,-1.182373,9.6171875,2.2313108,2.4692392,1.6670084,0.123535156,0.123535156,0.123535156,0.4987793,0.5185547,0.50878906
65.6875,2.7158203,-0.099594116,14.5546875,58.71875,0.7689209,-0.112213135,9.015625,40.5,-1.895752,1.8439941,9.015625,1.9469405,2.5635571,3.305636,0.14147949,0.14147949,0.14147949,0.50878906,0.50878906,0.55859375
65.6875,2.7158203,-0.099594116,14.5546875,58.71875,0.7689209,-0.112213135,9.015625,36.59375,-1.0900879,0.63916016,9.015625,1.9469405,2.585084,2.0051126,0.14147949,0.14147949,0.14147949,0.50878906,0.50878906,0.5385742
65.6875,2.7158203,-0.099594116,14.5546875,58.71875,0.7689209,-0.112213135,9.015625,32.75,-0.019561768,1.7182617,9.015625,1.9469405,3.2843442,1.9930737,0.14147949,0.14147949,0.14147949,0.50878906,0.50878906,0.5185547
65.6875,2.7158203,-0.099594116,14.5546875,40.5,-1.895752,1.8439941,9.234375,36.59375,-1.0900879,0.63916016,9.234375,2.5635571,2.585084,1.4493859,0.14147949,0.14147949,0.14147949,0.50878906,0.55859375,0.5385742
65.6875,2.7158203,-0.099594116,14.5546875,40.5,-1.895752,1.8439941,9.234375,32.75,-0.019561768,1.7182617,9.234375,2.5635571,3.2843442,1.8803984,0.14147949,0.14147949,0.14147949,0.50878906,0.55859375,0.5185547
65.6875,2.7158203,-0.099594116,14.5546875,36.59375,-1.0900879,0.63916016,5.4414062,32.75,-0.019561768,1.7182617,5.4414062,2.585084,3.2843442,1.5200284,0.14147949,0.14147949,0.14147949,0.50878906,0.5385742,0.5185547
58.71875,0.7689209,-0.112213135,9.015625,40.5,-1.895752,1.8439941,9.234375,36.59375,-1.0900879,0.63916016,9.234375,3.305636,2.0051126,1.4493859,0.10070801,0.10070801,0.10070801,0.50878906,0.55859375,0.5385742
58.71875,0.7689209,-0.112213135,9.015625,40.5,-1.895752,1.8439941,9.234375,32.75,-0.019561768,1.7182617,9.234375,3.305636,1.9930737,1.8803984,0.10070801,0.10070801,0.10070801,0.50878906,0.55859375,0.5185547
58.71875,0.7689209,-0.112213135,9.015625,36.59375,-1.0900879,0.63916016,5.4414062,32.75,-0.019561768,1.7182617,5.4414062,2.0051126,1.9930737,1.5200284,0.10070801,0.10070801,0.10070801,0.50878906,0.5385742,0.5185547
40.5,-1.895752,1.8439941,9.234375,36.59375,-1.0900879,0.63916016,5.4414062,32.75,-0.019561768,1.7182617,5.4414062,1.4493859,1.8803984,1.5200284,0.76708984,0.76708984,0.76708984,0.55859375,0.5385742,0.5185547
84.25,-0.53271484,-0.24246216,11.25,42.28125,2.1635742,-2.171875,4.4257812,33.875,0.041229248,-1.5090332,4.4257812,3.3155103,1.3905445,2.2234452,0.9511719,0.9511719,0.9511719,0.4987793,0.50878906,0.50878906
99.3125,0.054985046,-0.5683594,21.53125,55.21875,-0.89733887,1.3239746,8.1015625,44.9375,-1.9084473,2.128418,8.1015625,2.1184545,3.335817,1.2920797,0.9042969,0.9042969,0.9042969,0.50878906,0.48876953,0.4987793
120.375,-2.474121,0.89282227,12.3671875,81.4375,0.5620117,1.4831543,15.171875,60.96875,-0.5821533,1.0068359,15.171875,3.092991,1.8954,1.239352,0.97753906,0.97753906,0.97753906,0.5185547,0.47875977,0.4987793
120.375,-2.474121,0.89282227,12.3671875,81.4375,0.5620117,1.4831543,15.171875,56.6875,1.6914062,1.6870117,15.171875,3.092991,2.2616835,1.1476454,0.97753906,0.97753906,0.97753906,0.5185547,0.47875977,0.47875977
120.375,-2.474121,0.89282227,12.3671875,81.4375,0.5620117,1.4831543,15.171875,46.46875,2.7460938,0.7889404,15.171875,3.092991,1.0680344,2.2917564,0.97753906,0.97753906,0.97753906,0.5185547,0.47875977,0.5385742
120.375,-2.474121,0.89282227,12.3671875,60.96875,-0.5821533,1.0068359,8.4140625,56.6875,1.6914062,1.6870117,8.4140625,1.8954,2.2616835,2.373123,0.97753906,0.97753906,0.97753906,0.5185547,0.4987793,0.47875977
120.375,-2.474121,0.89282227,12.3671875,60.96875,-0.5821533,1.0068359,8.4140625,46.46875,2.7460938,0.7889404,8.4140625,1.8954,1.0680344,2.9629612,0.97753906,0.97753906,0.97753906,0.5185547,0.4987793,0.5385742
120.375,-2.474121,0.89282227,12.3671875,56.6875,1.6914062,1.6870117,8.0703125,46.46875,2.7460938,0.7889404,8.0703125,2.2616835,1.0680344,1.3852428,0.97753906,0.97753906,0.97753906,0.5185547,0.47875977,0.5385742
